id_municipio,municipio_nome,ida,endereco,cep,municipio_sede,tel_1,tel_2,fax_1,fax_2,email,unidaderegional,diretor,url
3528304,Magda,Escritório de Defesa Agropecuária de General Salgado,"Avenida João Garcia, 1264",15300000,General Salgado,(17) 3832-2340,,(17) 3832-2231,,eda.general@sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/magda/
3528403,Mairinque,Inspetoria de Defesa Agropecuária de Itu,"Avenida Prudente de Moraes, 509",13309050,Itu,(11) 4024-3462,,(11) 4024-5358,,,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/mairinque/
3528502,Mairiporã,Inspetoria de Defesa Agropecuária de Mairiporã,"Rua Cardoso César, 105",07600000,Mairiporã,(11) 4419-1173,,(11) 4419-1173,,eda.sp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/mairipora/
3528601,Manduri,Inspetoria de Defesa Agropecuária de Águas de Santa Bárbara,"Rua Marechal Deodoro, 106",18770000,Águas de Santa Bárbara,(14) 3765-1183,,(14) 3765-1183,,eda.avare@cda.sp.gov.br,Escritório de Defesa Agropecuária de Avaré,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/manduri/
3528700,Marabá Paulista,Inspetoria de Defesa Agropecuária de Presidente Epitácio,"Rua Vitória, 23",19470000,Presidente Epitácio,(18) 3281-3896,,,,,Escritório de Defesa Agropecuária de Presidente Venceslau,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/maraba-paulista/
3528809,Maracaí,Unidade de Defesa Agropecuária de Maracaí,"Avenida Coronel Azaria Ribeiro, 592",19840000,Maracaí,(18) 3371-1233,3324-2878,(18) 3324-1955,,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/maracai/
3528858,Marapoama,Inspetoria de Defesa Agropecuária de Novo Horizonte,"Rua Bernardino Guerra, 37",14960000,Novo Horizonte,(17) 3542-1076,,(17) 3542-1076,,ida.nhorizonte@cda.sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/marapoama/
3528908,Mariápolis,Unidade de Defesa Agropecuária de Mariápolis,"Rua Conceição, 406",17810000,Mariápolis,(18) 3546-1244,,,,,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/mariapolis/
3529005,Marília,Escritório de Defesa Agropecuária de Marília,"Rua Santa Helena, 436",17515410,Marília,(14) 3413-5173,3413-2968,,,eda.marilia@sp.gov.br,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/marilia/
3529104,Marinópolis,Escritório de Defesa Agropecuária de Jales,"Rua Um, 2311",15704108,Jales,(17) 3632-7227,,(17) 3632-7151,,eda.jales@sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/marinopolis/
3529203,Martinópolis,Inspetoria de Defesa Agropecuária de Martinópolis,"Rua 9 de Julho, s/n",19500000,Martinópolis,(18) 3275-1247,,(18) 3275-1247,,ida.martinopolis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/martinopolis/
3529302,Matão,Inspetoria de Defesa Agropecuária de Matão,"Avenida 15 de Novembro, 320",15990630,Matão,(16) 3382-1213,,(16) 3382-4076,,,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/matao/
3529401,Mauá,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/maua/
3529500,Mendonça,Inspetoria de Defesa Agropecuária de José Bonifácio,"Rua Piratininga, 309",15200000,José Bonifácio,(17) 3245-4664,3245-1183,(17) 3245-4664,3245-1183,ida.josebonifacio@cda.sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/mendonca/
3529609,Meridiano,Escritório de Defesa Agropecuária de Fernandópolis,"Avenida dos Arnaldos, 1015",15600000,Fernandópolis,(17) 3462-5468,,(17) 3462-5468,,eda.fernandopolis@sp.gov.br,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/meridiano/
3529658,Mesópolis,Unidade de Defesa Agropecuária de Urânia,Avenida Presidente Kennedy,15760000,Urânia,(17) 3634-3080,,,,,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/mesopolis/
3529708,Miguelópolis,Unidade de Defesa Agropecuária de Miguelópolis,"Avenida Leopoldo Carlos de Oliveira, 72",14530000,Miguelópolis,,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/miguelopolis/
3529807,Mineiros do Tietê,Inspetoria de Defesa Agropecuária de Brotas,"Praça 9 de Julho, 129",17380000,Brotas,(14) 3653-2897,,,,ida.brotas@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jaú,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/mineiros-do-tiete/
3530003,Mira Estrela,Unidade de Defesa Agropecuária de Mira Estrela,"Rua Alício Castrequini, 701",15580000,Mira Estrela,(17) 3846-1230,,,,,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/mira-estrela/
3529906,Miracatu,Unidade de Defesa Agropecuária de Miracatu,"Avenida da Saudade, 30",11850000,Miracatu,(13) 3847-3438,,(13) 3847-3438,,uda.miracatu@cda.sp.gov.br,Escritório de Defesa Agropecuária de Registro,Eng. Agr. Maristela Neves da Conceição,//www.defesa.agricultura.sp.gov.br/enderecos/miracatu/
3530102,Mirandópolis,Inspetoria de Defesa Agropecuária de Mirandópolis,"Rua Seimi Sadano, 1173",16800000,Mirandópolis,(18) 3701-2901,,,,ida.mirandopolis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Andradina,Med. Vet. Affonso dos Santos Marcos,//www.defesa.agricultura.sp.gov.br/enderecos/mirandopolis/
3530201,Mirante do Paranapanema,Unidade de Defesa Agropecuária de Mirante do Paranapanema,"Rua Noboru Kasae, 775",19260000,Mirante do Paranapanema,(18) 3991-1311,,,,,Escritório de Defesa Agropecuária de Presidente Venceslau,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/mirante-do-paranapanema/
3530300,Mirassol,Unidade de Defesa Agropecuária de Mirassol,"Rua Floriano Peixoto, 1757",15130000,Mirassol,(17) 3253-5904,,(17) 3253-5904,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/mirassol/
3530409,Mirassolândia,Inspetoria de Defesa Agropecuária de Monte Aprazível,"Rua Tiradentes, 1111",15150000,Monte Aprazível,(17) 3275-2755,,,,ida.monte@cda.sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/mirassolandia/
3530508,Mococa,Unidade de Defesa Agropecuária de Mococa,"Rua Capitão José Gomes, 288",13730000,Mococa,(19) 36560900,,(19) 36560900,,,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/mococa/
3530706,Mogi Guaçu,Unidade de Defesa Agropecuária de Mogi Guaçu,"Avenida Mogi Mirim, 93",13844110,Mogi Guaçu,(19) 3861-7901,,,,eda.mirim@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/mogi-guacu/
3530607,Mogi das Cruzes,Escritório de Defesa Agropecuária de Mogi das Cruzes,"Avenida Candido Xavier Almeida e Souza, 35",08780210,Mogi das Cruzes,(11) 4796-4513,,(11) 4796-4222,,eda.mogi@sp.gov.br,Escritório de Defesa Agropecuária de Mogi das Cruzes,Eng. Agr. Clovis Assuncao dos Santos,//www.defesa.agricultura.sp.gov.br/enderecos/mogi-das-cruzes/
3530805,Mogi Mirim,Escritório de Defesa Agropecuária de Mogi Mirim,Mirante,13801084,Mogi Mirim,(19) 3862-3073,,(19) 3806-2945,,eda.mogimirim@sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/mogi-mirim/
3530904,Mombuca,Inspetoria de Defesa Agropecuária de Tietê,"Rua do Comércio, 954",13530000,Tietê,(15) 3282-4687,,(15) 3282-4687,,ida.tiete@cda.sp.gov.br,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/mombuca/
3531001,Monções,Escritório de Defesa Agropecuária de General Salgado,"Avenida João Garcia, 1264",15300000,General Salgado,(17) 3832-2340,,(17) 3832-2231,,eda.general@sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/moncoes/
3531100,Mongaguá,Inspetoria de Defesa Agropecuária de Santos,"Avenida Bartolomeu de Gusmão, 192",11030500,Santos,(13) 3261-5826,,(13) 3261-5826,,eda.sp@cda.sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/mongagua/
3531209,Monte Alegre do Sul,Escritório de Defesa Agropecuária de Bragança Paulista,"Rua José Adriano Marrey Júnior, 277",12912430,Bragança Paulista,(11) 4033-7386,4034-2743,(11) 4033-7386,,eda.braganca@sp.gov.br,Escritório de Defesa Agropecuária de Bragança Paulista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/monte-alegre-do-sul/
3531308,Monte Alto,Unidade de Defesa Agropecuária de Monte Alto,"Praça Humberto Caraccio, 267",15910000,Monte Alto,(16) 3242-7613,,,,,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/monte-alto/
3531407,Monte Aprazível,Inspetoria de Defesa Agropecuária de Monte Aprazível,"Rua Tiradentes, 1111",15150000,Monte Aprazível,(17) 3275-2755,,,,ida.monte@cda.sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/monte-aprazivel/
3531506,Monte Azul Paulista,Unidade de Defesa Agropecuária de Monte Azul Paulista,"Travessa Gabriel Said Aidar, 84",14730000,Monte Azul Paulista,(17) 3361-1057,,,,,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/monte-azul-paulista/
3531605,Monte Castelo,Inspetoria de Defesa Agropecuária de Tupi Paulista,"Avenida Brasil, 237",17930000,Tupi Paulista,(18) 3851-4018,,,,ida.tupi@cda.sp.gov.br,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/monte-castelo/
3531803,Monte Mor,Unidade de Defesa Agropecuária de Monte Mor,"Rua 24 de Março, 85",13190000,Monte Mor,(19) 3879-1801,,,,,Escritório de Defesa Agropecuária de Campinas,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/monte-mor/
3531704,Monteiro Lobato,Inspetoria de Defesa Agropecuária de São Bento do Sapucaí,"Avenida Conselheiro Rodrigues Alves, 273",12490000,São Bento do Sapucaí,(12) 3971-1316,,(12) 3971-1316,,eda.pinda@cda.sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/monteiro-lobato/
3531902,Morro Agudo,Unidade de Defesa Agropecuária de Morro Agudo,"Rua Sete de Setembro, 1356",14640000,Morro Agudo,,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/morro-agudo/
3532009,Morungaba,Inspetoria de Defesa Agropecuária de Jundiaí,"Rua do Retiro, 574",13209000,Jundiaí,(11) 4521-1400,,(11) 4521-1400,,ida.jundiai@cda.sp.gov.br,Escritório de Defesa Agropecuária de Campinas,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/morungaba/
3532058,Motuca,Inspetoria de Defesa Agropecuária de Matão,"Avenida 15 de Novembro, 320",15990630,Matão,(16) 3382-1213,,(16) 3382-4076,,,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/motuca/
3532108,Murutinga do Sul,Unidade de Defesa Agropecuária de Murutinga do Sul,"Rua Marechal Deodoro, 663",16950000,Murutinga do Sul,(18) 3788-1131,,,,,Escritório de Defesa Agropecuária de Andradina,Med. Vet. Affonso dos Santos Marcos,//www.defesa.agricultura.sp.gov.br/enderecos/murutinga-do-sul/
3532157,Nantes,Inspetoria de Defesa Agropecuária de Martinópolis,"Rua 9 de Julho, s/n",19500000,Martinópolis,(18) 3275-1247,,(18) 3275-1247,,ida.martinopolis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/nantes/
3532207,Narandiba,Inspetoria de Defesa Agropecuária de Pirapozinho,"Rua José Bonifácio, 813",19200000,Pirapozinho,(18) 3269-5300,,,,,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/narandiba/
3532306,Natividade da Serra,Escritório de Defesa Agropecuária de Pindamonhangaba,"Rua Doutor Benedito Cursino dos Santos, 155",12030190,Taubaté,(12) 3633-3455,3621-8948,(12) 3633-3455,3621-8948,eda.pinda@sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/natividade-da-serra/
3532405,Nazaré Paulista,Escritório de Defesa Agropecuária de Bragança Paulista,"Rua José Adriano Marrey Júnior, 277",12912430,Bragança Paulista,(11) 4033-7386,4034-2743,(11) 4033-7386,,eda.braganca@sp.gov.br,Escritório de Defesa Agropecuária de Bragança Paulista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/nazare-paulista/
3532504,Neves Paulista,Unidade de Defesa Agropecuária de Neves Paulista,"Rua Independência, 369",15120000,Neves Paulista,(17) 3271-1252,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/neves-paulista/
3532603,Nhandeara,Unidade de Defesa Agropecuária de Nhandeara,"Rua Conego Domingos Planilo, 542",15190000,Nhandeara,(17) 3472-1211,,(17) 3472-1211,,ca.nhandeara@cati.sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/nhandeara/
3532702,Nipoã,Inspetoria de Defesa Agropecuária de Monte Aprazível,"Rua Tiradentes, 1111",15150000,Monte Aprazível,(17) 3275-2755,,,,ida.monte@cda.sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/nipoa/
3532801,Nova Aliança,Unidade de Defesa Agropecuária de Nova Aliança,"Rua Rui Barbosa, 347",15210000,Nova Aliança,(17) 3811-1211,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/nova-alianca/
3532827,Nova Campina,Escritório de Defesa Agropecuária de Itapeva,"Rua Major Eurico Monteiro, 143",18400620,Itapeva,(15) 3522-1104,3522-4367,(15) 3522-4367,,eda.itapeva@sp.gov.br,Escritório de Defesa Agropecuária de Itapeva,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/nova-campina/
3532843,Nova Canaã Paulista,Inspetoria de Defesa Agropecuária de Santa Fé do Sul,"Avenida Navarro de Andrade, 59",15775000,Santa Fé do Sul,(17) 3631-5509,,(17) 3631-5509,,ida.santafedosul@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/nova-canaa-paulista/
3532868,Nova Castilho,Inspetoria de Defesa Agropecuária de Auriflama,"Rua Bento João de Carvalho, 5422",15350000,Auriflama,(17) 3482-1374,,,,,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/nova-castilho/
3532900,Nova Europa,Inspetoria de Defesa Agropecuária de Matão,"Avenida 15 de Novembro, 320",15990630,Matão,(16) 3382-1213,,(16) 3382-4076,,,Escritório de Defesa Agropecuária de Araraquara,Med. Vet. Artur Luiz de Almeida Felicio,//www.defesa.agricultura.sp.gov.br/enderecos/nova-europa/
3533007,Nova Granada,Unidade de Defesa Agropecuária de Nova Granada,"Rua XV de Novembro, 475",15440000,Nova Granada,(17) 3262-1001,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/nova-granada/
3533106,Nova Guataporanga,Inspetoria de Defesa Agropecuária de Tupi Paulista,"Avenida Brasil, 237",17930000,Tupi Paulista,(18) 3851-4018,,,,ida.tupi@cda.sp.gov.br,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/nova-guataporanga/
3533205,Nova Independência,Escritório de Defesa Agropecuária de Andradina,"Avenida Barão do Rio Branco, 1954",16901270,Andradina,(18) 3722-3942,,(18) 3722-3942,,eda.andradina@sp.gov.br,Escritório de Defesa Agropecuária de Andradina,Med. Vet. Affonso dos Santos Marcos,//www.defesa.agricultura.sp.gov.br/enderecos/nova-independencia/
3533304,Nova Luzitânia,Escritório de Defesa Agropecuária de General Salgado,"Avenida João Garcia, 1264",15300000,General Salgado,(17) 3832-2340,,(17) 3832-2231,,eda.general@sp.gov.br,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/nova-luzitania/
3533403,Nova Odessa,Escritório de Defesa Agropecuária de Piracicaba,"Rua Campos Sales, 507",13400200,Piracicaba,(19) 3433-5309,,(19) 3422-6475,,eda.piracicaba@sp.gov.br,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/nova-odessa/
3533254,Novais,Inspetoria de Defesa Agropecuária de Uchoa,"Rua Orlando Lourenço, 75",15890000,Uchoa,(17) 3826-1606,,(17) 3826-1606,,ida.uchoa@cda.sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/novais/
3533502,Novo Horizonte,Inspetoria de Defesa Agropecuária de Novo Horizonte,"Rua Bernardino Guerra, 37",14960000,Novo Horizonte,(17) 3542-1076,,(17) 3542-1076,,ida.nhorizonte@cda.sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/novo-horizonte/
3533601,Nuporanga,Escritório de Defesa Agropecuária de Orlândia,"Rua 8, 946",14620000,Orlândia,(16) 3826 2190,,,,eda.orlandia@sp.gov.br,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/nuporanga/
3533700,Ocauçu,Unidade de Defesa Agropecuária de Ocauçu,"Rua Jacy Tavares Boechat, 205",17540000,Ocauçu,(14) 3475-1500,,(14) 3475-1500,,,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/ocaucu/
3533809,Óleo,Inspetoria de Defesa Agropecuária de Santa Cruz do Rio Pardo,"Rua Conselheiro Saraiva, 379",18900000,Santa Cruz do Rio Pardo,(14) 3372-1291,,(14) 3372-1291,,ida.scrpardo@cda.sp.gov.br,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/oleo/
3533908,Olímpia,Inspetoria de Defesa Agropecuária de Olímpia,"Rua Dr. Antonio Olímpio, 923",15400000,Olímpia,(17) 3281-2434,,,,,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/olimpia/
3534005,Onda Verde,Escritório de Defesa Agropecuária de São José do Rio Preto,"Rua Pascua Vale, 266",15060050,São José do Rio Preto,(17) 3225-1764,,(17) 3224-8565,,eda.sjrp@sp.gov.br,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/onda-verde/
3534104,Oriente,Unidade de Defesa Agropecuária de Oriente,"Rua Vinicius de Moraes, 369",17570000,Oriente,(14) 3456-1142,,(14) 3456-1142,,,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/oriente/
3534203,Orindiúva,Inspetoria de Defesa Agropecuária de Paulo de Faria,"Rua Bom Jesus, 841",15490000,Paulo de Faria,(17) 3292-1305,,,,,Escritório de Defesa Agropecuária de Votuporanga,Med. Vet. Gustavo Scursoni Campion,//www.defesa.agricultura.sp.gov.br/enderecos/orindiuva/
3534302,Orlândia,Escritório de Defesa Agropecuária de Orlândia,"Rua 8, 946",14620000,Orlândia,(16) 3826 2190,,,,eda.orlandia@sp.gov.br,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/orlandia/
3534401,Osasco,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/osasco/
3534500,Oscar Bressane,Unidade de Defesa Agropecuária de Oscar Bressane,"Rua Vitório Giroto, 479",19770000,Oscar Bressane,(14) 3457-1139,,,,,Escritório de Defesa Agropecuária de Marília,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/oscar-bressane/
3534609,Osvaldo Cruz,Inspetoria de Defesa Agropecuária de Osvaldo Cruz,"Avenida Felipe Carmona, 685",17700000,Osvaldo Cruz,(18) 3528-1919,,(18) 3528-1919,,ida.osvaldocruz@.cda.sp.gov.br,Escritório de Defesa Agropecuária de Tupã,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/osvaldo-cruz/
3534708,Ourinhos,Escritório de Defesa Agropecuária de Ourinhos,"Rua Duque de Caxias, 737",19911801,Ourinhos,(14) 3322-8400,,(14) 3322-8400,,eda.ourinhos@sp.gov.br,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/ourinhos/
3534807,Ouro Verde,Escritório de Defesa Agropecuária de Dracena,"Avenida Brasil, 978",17900000,Dracena,(18) 3822-2478,,(18) 3822-2478,3822-3651,eda.dracena@sp.gov.br,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/ouro-verde/
3534757,Ouroeste,Inspetoria de Defesa Agropecuária de Guarani d'Oeste,"Rua Antonio Zacarias de Oliveira, 1309",15680000,Guarani d'Oeste,(17) 3834-1312,,,,,Escritório de Defesa Agropecuária de Fernandópolis,Eng. Agr. Marcos Rogerio Guimaraes,//www.defesa.agricultura.sp.gov.br/enderecos/ouroeste/
3534906,Pacaembu,Unidade de Defesa Agropecuária de Pacaembu,"Rua Paulo A. Ribeiro Fraga, 222",17860000,Pacaembu,(18) 3862-1552,,,,,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/pacaembu/
3535002,Palestina,Unidade de Defesa Agropecuária de Palestina,"Avenida da Saudade, 1846",15470000,Palestina,(17) 3293-1344,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/palestina/
3535101,Palmares Paulista,Escritório de Defesa Agropecuária de Catanduva,"Rua Tanabi, 96",15803060,Catanduva,(17) 35221996,,,,eda.catanduva@sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/palmares-paulista/
3535200,Palmeira d'Oeste,Inspetoria de Defesa Agropecuária de Palmeira d'Oeste,"Rua Brasil, 62-38",15720000,Palmeira d'Oeste,,,,,,Escritório de Defesa Agropecuária de Jales,Eng. Agr. Jamil Atihe Junior,//www.defesa.agricultura.sp.gov.br/enderecos/palmeira-doeste/
3535309,Palmital,Unidade de Defesa Agropecuária de Palmital,"Rua João Moreira da Silva, 521",19970000,Palmital,(18) 3351-1510,3324-2878,(18) 3324-1955,,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/palmital/
3535408,Panorama,Unidade de Defesa Agropecuária de Panorama,"Rua Rodion Podolsky, 2314",17980000,Panorama,(18) 3871-1331,,,,,Escritório de Defesa Agropecuária de Dracena,Eng. Agr. Leonardo da Cruz Oliveira Junior,//www.defesa.agricultura.sp.gov.br/enderecos/panorama/
3535507,Paraguaçu Paulista,Inspetoria de Defesa Agropecuária de Paraguaçu Paulista,"Rua 12 de março, 379",19700000,Paraguaçu Paulista,(18) 3361-1056,3324-2878,(18) 3361-1056,3324-1955,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/paraguacu-paulista/
